 |                         fit_name |       quality |   chisq/nDoF                 |
 |      c2__24,12_24,23__32,2_32,32 |        1.1826 |   46.28/(  36 -  5) =   1.49 | F=2.13(1040)*10^-3; dmf=1.962(1073); Ff=-0.140(113); dmi=0.905(369); Fi=-0.232(182)
 |       c__24,8_24,24__32,11_32,18 |        1.1808 |   30.72/(  21 -  1) =   1.54 | F=-2.13(115)*10^-2
 |      c2__24,12_24,23__32,3_32,32 |        1.1804 |   44.91/(  35 -  5) =   1.50 | F=6.24(10045)*10^-4; dmf=2.125(1221); Ff=-0.165(156); dmi=5.040(1079); Fi=-2.19(943)*10^6
 |       c__24,8_24,24__32,10_32,14 |        1.1762 |   26.30/(  18 -  1) =   1.55 | F=-2.21(125)*10^-2
 |      c__24,12_24,24__32,15_32,31 |        1.1752 |   35.08/(  24 -  1) =   1.53 | F=2.37(130)*10^-2
 |      c2__24,12_24,24__32,3_32,26 |        1.1744 |   40.75/(  32 -  5) =   1.51 | F=7.75(826)*10^-3; dmf=1.95(139)*10^1; Ff=1.54(2148)*10^6; dmi=5.494(636); Fi=-7.30(1766)*10^6
 |      c__24,13_24,24__32,11_32,27 |         1.172 |   35.09/(  24 -  1) =   1.53 | F=1.44(1392)*10^-3
 |       c__24,12_24,23__32,0_32,18 |        1.1717 |   39.36/(  27 -  1) =   1.51 | F=-2.79(73)*10^-2
 |        c__24,8_24,24__32,5_32,17 |        1.1699 |   37.95/(  26 -  1) =   1.52 | F=-1.72(103)*10^-2
 |       c__24,12_24,24__32,0_32,17 |        1.1698 |   39.36/(  27 -  1) =   1.51 | F=-2.75(72)*10^-2
 |      c2__24,13_24,24__32,2_32,26 |        1.1695 |   40.77/(  32 -  5) =   1.51 | F=9.85(942)*10^-3; dmf=8.976(8679); Ff=4.24(3736)*10^1; dmi=1.355(775); Fi=-0.499(968)
 |      c__24,12_24,23__32,10_32,30 |        1.1695 |   39.36/(  27 -  1) =   1.51 | F=-1.36(120)*10^-2
 |      c__24,10_24,24__32,15_32,27 |        1.1599 |   33.70/(  23 -  1) =   1.53 | F=-2.39(122)*10^-2
 |        c__24,8_24,24__32,5_32,15 |        1.1562 |   35.15/(  24 -  1) =   1.53 | F=-1.99(112)*10^-2
 |      c__24,13_24,24__32,23_32,31 |        1.1491 |   23.37/(  16 -  1) =   1.56 | F=5.05(209)*10^-2
 |       c__24,8_24,24__32,11_32,21 |        1.1468 |   33.75/(  23 -  1) =   1.53 | F=-1.64(105)*10^-2
 |       c__24,12_24,24__32,1_32,21 |        1.1459 |   42.27/(  29 -  1) =   1.51 | F=-1.70(81)*10^-2
 |      c2__24,12_24,24__32,4_32,27 |        1.1411 |   40.88/(  32 -  5) =   1.51 | F=-3.23(0)*10^2; dmf=8.630(3830); Ff=3.92(1502)*10^1; dmi=9.41(395)*10^-6; Fi=3.23(0)*10^2
 |      c2__24,10_24,24__32,2_32,29 |        1.1397 |   46.46/(  36 -  5) =   1.50 | F=-1.81(85)*10^-2; dmf=8.800(8006); Ff=3.75(3029)*10^1; dmi=0.939(348); Fi=-0.289(209)
 |      c__24,10_24,24__32,16_32,27 |         1.139 |   32.33/(  22 -  1) =   1.54 | F=-2.45(122)*10^-2
 |      c2__24,13_24,24__32,6_32,26 |        1.1389 |   35.21/(  28 -  5) =   1.53 | F=-6.09(1)*10^1; dmf=8.696(4227); Ff=3.74(1582)*10^1; dmi=4.34(233)*10^-5; Fi=6.09(1)*10^1
 |       c__24,8_24,24__32,19_32,25 |        1.1377 |   29.40/(  20 -  1) =   1.55 | F=-1.06(108)*10^-2
 |      c__24,10_24,24__32,11_32,20 |        1.1376 |   29.41/(  20 -  1) =   1.55 | F=-8.78(1433)*10^-3
 |        c__24,8_24,24__32,4_32,21 |        1.1332 |   43.71/(  30 -  1) =   1.51 | F=-2.02(78)*10^-2
 |       c__24,8_24,24__32,11_32,15 |        1.1289 |   26.46/(  18 -  1) =   1.56 | F=-2.25(125)*10^-2
 |       c__24,12_24,24__32,2_32,21 |        1.1248 |   40.95/(  28 -  1) =   1.52 | F=-1.31(88)*10^-2
 |      c__24,12_24,23__32,10_32,31 |        1.1233 |   40.95/(  28 -  1) =   1.52 | F=-6.01(1039)*10^-3
 |      c2__24,12_24,23__32,1_32,29 |        1.1153 |   45.18/(  35 -  5) =   1.51 | F=2.02(112)*10^-2; dmf=0.215(87); Ff=-8.76(218)*10^-2; dmi=0.333(234); Fi=-2.99(140)*10^-2
 |        c__24,8_24,24__32,4_32,15 |        1.1105 |   36.76/(  25 -  1) =   1.53 | F=-2.69(98)*10^-2
 |        c__24,8_24,24__32,5_32,21 |        1.1096 |   42.41/(  29 -  1) =   1.51 | F=-1.43(94)*10^-2
 |      c2__24,10_24,24__32,4_32,27 |        1.1059 |   42.43/(  33 -  5) =   1.52 | F=-2.07(102)*10^-2; dmf=8.294(8658); Ff=2.25(2028)*10^1; dmi=0.505(807); Fi=2.97(1323)*10^-2
 |      c2__24,12_24,23__32,5_32,27 |        1.1043 |   38.21/(  30 -  5) =   1.53 | F=-2.029(112); dmf=0.265(161); Ff=-5.32(348)*10^-2; dmi=7.52(877)*10^-4; Fi=2.055(113)
 |       c__24,8_24,24__32,21_32,26 |        1.1017 |   28.06/(  19 -  1) =   1.56 | F=-1.58(105)*10^-2
 |      c__24,13_24,24__32,11_32,30 |        1.0975 |   38.23/(  26 -  1) =   1.53 | F=2.07(1375)*10^-3
 |       c__24,10_24,24__32,2_32,17 |        1.0914 |   39.67/(  27 -  1) =   1.53 | F=-1.88(90)*10^-2
 |        c__24,8_24,24__32,6_32,15 |        1.0884 |   33.97/(  23 -  1) =   1.54 | F=-1.78(114)*10^-2
 |        c__24,8_24,24__32,6_32,16 |        1.0852 |   35.42/(  24 -  1) =   1.54 | F=-1.65(114)*10^-2
 |       c__24,12_24,23__32,5_32,31 |        1.0838 |   48.07/(  33 -  1) =   1.50 | F=4.11(824)*10^-3
 |      c2__24,12_24,23__32,7_32,26 |        1.0827 |   33.99/(  27 -  5) =   1.55 | F=-3.55(1)*10^1; dmf=0.447(386); Ff=-3.85(310)*10^-2; dmi=4.68(474)*10^-5; Fi=3.55(1)*10^1
 |      c2__24,12_24,24__32,3_32,31 |        1.0815 |   45.32/(  35 -  5) =   1.51 | F=-2.65(873)*10^-3; dmf=1.03(107)*10^1; Ff=1.86(2074)*10^2; dmi=4.331(1367); Fi=-1.28(699)*10^5
 |       c__24,10_24,24__32,0_32,15 |        1.0811 |   39.72/(  27 -  1) =   1.53 | F=-3.16(82)*10^-2
 |      c__24,12_24,23__32,24_32,32 |        1.0804 |   23.61/(  16 -  1) =   1.57 | F=4.55(217)*10^-2
 |       c__24,10_24,24__32,1_32,16 |        1.0746 |   39.74/(  27 -  1) =   1.53 | F=-1.98(95)*10^-2
 |      c__24,12_24,24__32,14_32,31 |         1.071 |   36.91/(  25 -  1) =   1.54 | F=1.79(123)*10^-2
 |      c2__24,12_24,24__32,2_32,31 |        1.0709 |   46.75/(  36 -  5) =   1.51 | F=-2.02(880)*10^-3; dmf=8.184(7930); Ff=2.18(1759)*10^1; dmi=0.961(368); Fi=-0.263(211)
 |       c__24,12_24,23__32,4_32,30 |        1.0646 |   48.16/(  33 -  1) =   1.50 | F=5.01(803)*10^-3
 |       c__24,12_24,23__32,8_32,26 |        1.0644 |   38.37/(  26 -  1) =   1.53 | F=8.95(946)*10^-3
 |      c2__24,12_24,24__32,7_32,26 |        1.0568 |   35.54/(  28 -  5) =   1.55 | F=-1.10(1)*10^1; dmf=7.550(4596); Ff=1.14(525)*10^1; dmi=2.24(132)*10^-4; Fi=1.10(1)*10^1
 |        c__24,8_24,24__32,7_32,16 |        1.0566 |   34.10/(  23 -  1) =   1.55 | F=-1.47(115)*10^-2
 |       c__24,8_24,24__32,28_32,32 |        1.0557 |   26.73/(  18 -  1) =   1.57 | F=-1.63(134)*10^-2
 |       c__24,8_24,24__32,12_32,16 |        1.0452 |   26.77/(  18 -  1) =   1.57 | F=-1.42(126)*10^-2
 |      c__24,12_24,24__32,11_32,30 |        1.0422 |   39.88/(  27 -  1) =   1.53 | F=-3.66(1300)*10^-3
 |       c__24,8_24,24__32,22_32,26 |        1.0359 |   26.81/(  18 -  1) =   1.58 | F=-1.46(105)*10^-2
 |       c__24,12_24,24__32,1_32,20 |        1.0316 |   41.34/(  28 -  1) =   1.53 | F=-1.52(83)*10^-2
 |      c__24,10_24,24__32,23_32,27 |        1.0311 |   23.79/(  16 -  1) =   1.59 | F=-6.96(1642)*10^-3
 |       c__24,8_24,24__32,10_32,17 |        1.0305 |   31.29/(  21 -  1) =   1.56 | F=-2.23(119)*10^-2
 |      c__24,12_24,24__32,20_32,31 |        1.0288 |   29.82/(  20 -  1) =   1.57 | F=3.31(159)*10^-2
 |      c__24,12_24,23__32,14_32,32 |        1.0275 |   37.10/(  25 -  1) =   1.55 | F=1.39(123)*10^-2
 |       c__24,8_24,24__32,18_32,26 |        1.0262 |   32.77/(  22 -  1) =   1.56 | F=-1.74(95)*10^-2
 |        c__24,8_24,24__32,4_32,24 |        1.0172 |   48.37/(  33 -  1) =   1.51 | F=-1.77(65)*10^-2
 |       c__24,8_24,24__32,15_32,26 |        1.0138 |   35.72/(  24 -  1) =   1.55 | F=-1.43(93)*10^-2
 |       c__24,8_24,24__32,10_32,20 |        1.0103 |   34.29/(  23 -  1) =   1.56 | F=-1.64(111)*10^-2
 |        c__24,8_24,24__32,3_32,12 |       0.99882 |   34.34/(  23 -  1) =   1.56 | F=-2.25(104)*10^-2
 |        c__24,8_24,24__32,8_32,15 |       0.99811 |   31.42/(  21 -  1) =   1.57 | F=-1.76(117)*10^-2
 |        c__24,8_24,24__32,4_32,13 |       0.99686 |   34.34/(  23 -  1) =   1.56 | F=-2.28(104)*10^-2
 |      c__24,12_24,24__32,22_32,32 |       0.99514 |   28.47/(  19 -  1) =   1.58 | F=4.26(176)*10^-2
 |       c__24,12_24,24__32,2_32,20 |       0.99203 |   40.10/(  27 -  1) =   1.54 | F=-1.15(90)*10^-2
 |       c__24,8_24,24__32,20_32,24 |         0.992 |   26.98/(  18 -  1) =   1.59 | F=-1.58(116)*10^-2
 |      c2__24,12_24,23__32,4_32,31 |       0.99145 |   42.92/(  33 -  5) =   1.53 | F=-4.911(126); dmf=0.193(126); Ff=-3.61(213)*10^-2; dmi=6.53(-2147483648)*10^-14; Fi=4.919(126)
 |      c__24,13_24,24__32,16_32,31 |       0.99109 |   32.91/(  22 -  1) =   1.57 | F=2.58(152)*10^-2
 |        c__24,8_24,24__32,3_32,10 |       0.98781 |   31.46/(  21 -  1) =   1.57 | F=-1.52(117)*10^-2
 |      c__24,13_24,24__32,13_32,31 |       0.98757 |   37.27/(  25 -  1) =   1.55 | F=1.79(141)*10^-2
 |      c__24,10_24,24__32,27_32,32 |       0.98359 |   25.50/(  17 -  1) =   1.59 | F=5.24(1663)*10^-3
 |       c__24,12_24,24__32,0_32,15 |       0.98163 |   37.29/(  25 -  1) =   1.55 | F=-2.94(84)*10^-2
 |        c__24,8_24,24__32,9_32,20 |       0.98002 |   35.86/(  24 -  1) =   1.56 | F=-1.28(107)*10^-2
 |      c__24,10_24,24__32,21_32,27 |       0.97716 |   27.04/(  18 -  1) =   1.59 | F=-1.55(134)*10^-2
 |      c2__24,12_24,23__32,8_32,26 |       0.97564 |   32.98/(  26 -  5) =   1.57 | F=5.77(1563)*10^-3; dmf=0.293(206); Ff=-4.86(324)*10^-2; dmi=1.717(952); Fi=1.42(1189)*10^4
 |        c__24,8_24,24__32,4_32,16 |       0.97178 |   38.77/(  26 -  1) =   1.55 | F=-2.47(96)*10^-2
 |        c__24,8_24,24__32,5_32,13 |       0.96991 |   33.00/(  22 -  1) =   1.57 | F=-1.72(115)*10^-2
 |      c2__24,12_24,23__32,4_32,30 |       0.96711 |   43.03/(  33 -  5) =   1.54 | F=-1.251(110); dmf=2.110(1943); Ff=-0.321(1161); dmi=1.42(100)*10^-3; Fi=1.271(110)
 |        c__24,8_24,24__32,7_32,14 |       0.96117 |   31.57/(  21 -  1) =   1.58 | F=-1.45(117)*10^-2
 |        c__24,8_24,24__32,3_32,11 |       0.95872 |   33.05/(  22 -  1) =   1.57 | F=-1.66(116)*10^-2
 |       c__24,8_24,24__32,12_32,17 |       0.95372 |   28.64/(  19 -  1) =   1.59 | F=-1.96(120)*10^-2
 |      c2__24,10_24,24__32,2_32,27 |       0.95221 |   45.90/(  35 -  5) =   1.53 | F=-1.88(84)*10^-2; dmf=8.883(7451); Ff=4.15(3113)*10^1; dmi=1.002(377); Fi=-0.339(276)
 |     c2__24,12_24,23__32,12_32,27 |        0.9519 |   28.65/(  23 -  5) =   1.59 | F=5.43(1415)*10^-3; dmf=2.300(22); Ff=-5.87(3824)*10^-2; dmi=3.417(391); Fi=-5.48(386)*10^1
 |      c__24,13_24,24__32,10_32,26 |       0.94804 |   36.00/(  24 -  1) =   1.57 | F=-2.55(1348)*10^-3
 |      c__24,12_24,24__32,19_32,31 |       0.94665 |   31.64/(  21 -  1) =   1.58 | F=2.09(131)*10^-2
 |        c__24,8_24,24__32,9_32,17 |       0.94498 |   33.11/(  22 -  1) =   1.58 | F=-1.84(115)*10^-2
 |      c__24,12_24,23__32,16_32,32 |       0.94139 |   34.58/(  23 -  1) =   1.57 | F=1.45(134)*10^-2
 |     csrc__24,8_24,24__32,5_32,25 |       0.93859 |   45.97/(  33 -  3) =   1.53 | F=-1.90(7576)*10^-4; dmi=0.981(491); Fi=4.158(11130)
 |       c__24,12_24,23__32,6_32,31 |       0.93642 |   47.37/(  32 -  1) =   1.53 | F=5.34(837)*10^-3
 |        c__24,8_24,24__32,4_32,20 |       0.93384 |   43.19/(  29 -  1) =   1.54 | F=-1.85(82)*10^-2
 |    csrc__24,10_24,24__32,2_32,25 |       0.93038 |   47.40/(  34 -  3) =   1.53 | F=-8.86(8259)*10^-4; dmi=0.840(352); Fi=-0.180(122)
 |      c2__24,12_24,23__32,4_32,32 |       0.92283 |   44.65/(  34 -  5) =   1.54 | F=-4.005(112); dmf=2.672(2084); Ff=-0.269(486); dmi=2.27(266)*10^-4; Fi=4.015(112)
 |     csrc__24,8_24,24__32,9_32,25 |       0.92165 |   40.42/(  29 -  3) =   1.55 | F=-1.91(113)*10^-2; dmi=7.120(58); Fi=1.66(38)*10^25
 |        c__24,8_24,24__32,6_32,25 |        0.9202 |   47.45/(  32 -  1) =   1.53 | F=1.65(643)*10^-3
 |        c__24,8_24,24__32,5_32,20 |       0.91848 |   41.85/(  28 -  1) =   1.55 | F=-1.25(97)*10^-2
 |      c2__24,13_24,24__32,4_32,27 |       0.91565 |   40.45/(  31 -  5) =   1.56 | F=-1.29(0)*10^2; dmf=1.00(39)*10^1; Ff=1.58(617)*10^2; dmi=2.36(99)*10^-5; Fi=1.29(0)*10^2
 |       c__24,8_24,24__32,12_32,21 |       0.91538 |   33.24/(  22 -  1) =   1.58 | F=-1.47(108)*10^-2
 |      c2__24,12_24,24__32,4_32,31 |       0.91518 |   44.69/(  34 -  5) =   1.54 | F=-2.90(1)*10^1; dmf=7.855(3590); Ff=1.79(643)*10^1; dmi=3.81(337)*10^-5; Fi=2.90(1)*10^1
 |      c2__24,13_24,24__32,3_32,26 |       0.91093 |   40.47/(  31 -  5) =   1.56 | F=1.02(94)*10^-2; dmf=1.37(94)*10^1; Ff=4.95(4675)*10^3; dmi=4.375(1995); Fi=-7.90(6283)*10^4
 |      c__24,12_24,24__32,18_32,31 |       0.90733 |   33.28/(  22 -  1) =   1.58 | F=2.11(131)*10^-2
 |      c__24,10_24,24__32,12_32,20 |       0.90632 |   28.84/(  19 -  1) =   1.60 | F=-7.30(1446)*10^-3
 |       c__24,10_24,24__32,3_32,26 |       0.90541 |   48.91/(  33 -  1) =   1.53 | F=-2.13(75)*10^-2
 |      c2__24,10_24,24__32,3_32,31 |       0.90389 |   48.92/(  37 -  5) =   1.53 | F=-1.52(67)*10^-2; dmf=8.680(7385); Ff=4.03(2994)*10^1; dmi=3.077(998); Fi=-1.19(468)*10^3
 |       c__24,12_24,24__32,3_32,26 |       0.89839 |   47.56/(  32 -  1) =   1.53 | F=4.63(735)*10^-3
 |      c__24,10_24,24__32,11_32,16 |        0.8971 |   25.86/(  17 -  1) =   1.62 | F=-8.20(1485)*10^-3
 |      c2__24,12_24,23__32,0_32,29 |       0.89366 |   47.59/(  36 -  5) =   1.54 | F=1.49(82)*10^-2; dmf=0.216(77); Ff=-9.08(215)*10^-2; dmi=1.242(436); Fi=-5.15(111)*10^-2
 |       c__24,13_24,24__32,0_32,17 |        0.8919 |   39.14/(  26 -  1) =   1.57 | F=-2.68(74)*10^-2
 |        c__24,8_24,24__32,4_32,14 |       0.89023 |   36.27/(  24 -  1) =   1.58 | F=-2.47(103)*10^-2
 |      c__24,12_24,24__32,24_32,32 |       0.88862 |   25.89/(  17 -  1) =   1.62 | F=3.85(212)*10^-2
 |        c__24,8_24,24__32,8_32,16 |       0.88155 |   33.40/(  22 -  1) =   1.59 | F=-1.66(117)*10^-2
 |      c__24,12_24,24__32,10_32,26 |       0.88059 |   37.76/(  25 -  1) =   1.57 | F=-7.45(1297)*10^-3
 |       c__24,12_24,24__32,9_32,26 |        0.8802 |   39.20/(  26 -  1) =   1.57 | F=-6.36(1293)*10^-3
 |       c__24,8_24,24__32,10_32,16 |       0.87629 |   30.47/(  20 -  1) =   1.60 | F=-1.93(123)*10^-2
 |       c__24,12_24,23__32,1_32,21 |       0.87596 |   42.06/(  28 -  1) =   1.56 | F=-1.56(87)*10^-2
 |      c2__24,10_24,24__32,0_32,25 |       0.87532 |   47.68/(  36 -  5) =   1.54 | F=4.81(1032)*10^-3; dmf=9.907(6625); Ff=1.29(859)*10^2; dmi=0.302(109); Fi=-4.70(128)*10^-2
 |        c__24,8_24,24__32,5_32,16 |       0.87497 |   37.79/(  25 -  1) =   1.57 | F=-1.90(112)*10^-2
 |       c__24,12_24,23__32,2_32,21 |       0.87287 |   40.66/(  27 -  1) =   1.56 | F=-1.13(94)*10^-2
 |       c2__24,8_24,24__32,2_32,26 |       0.87249 |   47.69/(  36 -  5) =   1.54 | F=-2.19(63)*10^-2; dmf=9.321(8381); Ff=7.23(6112)*10^1; dmi=1.828(824); Fi=-2.391(5304)
 |      c2__24,10_24,24__32,1_32,25 |       0.86734 |   46.33/(  35 -  5) =   1.54 | F=3.86(1017)*10^-3; dmf=9.953(7141); Ff=1.30(933)*10^2; dmi=0.346(131); Fi=-5.46(139)*10^-2
 |       c__24,10_24,24__32,0_32,18 |       0.86538 |   44.94/(  30 -  1) =   1.55 | F=-2.87(69)*10^-2
 |        c__24,10_24,24__32,0_32,5 |        0.8645 |   26.00/(  17 -  1) =   1.62 | F=-5.58(1408)*10^-3
 |      c__24,12_24,23__32,10_32,29 |       0.86389 |   39.28/(  26 -  1) =   1.57 | F=-1.36(120)*10^-2
 |        c__24,8_24,24__32,7_32,13 |       0.86304 |   30.53/(  20 -  1) =   1.61 | F=-1.35(117)*10^-2
 |      c__24,10_24,24__32,18_32,27 |       0.86185 |   32.02/(  21 -  1) =   1.60 | F=-2.45(122)*10^-2
 |       c__24,10_24,24__32,0_32,14 |       0.86062 |   39.29/(  26 -  1) =   1.57 | F=-3.00(86)*10^-2
 |        c__24,8_24,24__32,9_32,15 |       0.85879 |   30.55/(  20 -  1) =   1.61 | F=-2.16(125)*10^-2
 |      c__24,13_24,24__32,15_32,31 |       0.85501 |   34.99/(  23 -  1) =   1.59 | F=2.60(152)*10^-2
 |        c__24,8_24,24__32,6_32,13 |       0.85274 |   32.06/(  21 -  1) =   1.60 | F=-1.55(116)*10^-2
 |      c__24,12_24,23__32,21_32,32 |        0.8501 |   29.10/(  19 -  1) =   1.62 | F=2.58(164)*10^-2
 |      c2__24,12_24,24__32,5_32,27 |       0.84995 |   40.77/(  31 -  5) =   1.57 | F=-1.21(0)*10^2; dmf=9.984(3923); Ff=1.51(594)*10^2; dmi=2.63(111)*10^-5; Fi=1.21(0)*10^2
 |       c__24,8_24,24__32,27_32,31 |       0.84916 |   27.59/(  18 -  1) =   1.62 | F=-1.41(133)*10^-2
 |       c__24,12_24,23__32,0_32,17 |       0.84901 |   39.35/(  26 -  1) =   1.57 | F=-2.78(76)*10^-2
 |       c__24,12_24,24__32,0_32,16 |       0.84712 |   39.36/(  26 -  1) =   1.57 | F=-2.78(83)*10^-2
 |        c__24,8_24,24__32,5_32,14 |       0.84436 |   35.04/(  23 -  1) =   1.59 | F=-1.93(114)*10^-2
 |      c2__24,12_24,24__32,4_32,30 |       0.84329 |   45.05/(  34 -  5) =   1.55 | F=-5.80(1)*10^1; dmf=9.753(3726); Ff=1.17(437)*10^2; dmi=3.65(206)*10^-5; Fi=5.80(1)*10^1
 |      c__24,12_24,24__32,21_32,32 |       0.83642 |   30.66/(  20 -  1) =   1.61 | F=3.11(158)*10^-2
 |       c__24,12_24,23__32,4_32,27 |       0.83301 |   46.51/(  31 -  1) =   1.55 | F=4.06(811)*10^-3
 |       c__24,8_24,24__32,11_32,17 |       0.83121 |   30.68/(  20 -  1) =   1.61 | F=-2.19(119)*10^-2
 |       c__24,10_24,24__32,4_32,29 |        0.8169 |   50.77/(  34 -  1) =   1.54 | F=-1.89(78)*10^-2
 |      c2__24,12_24,23__32,9_32,26 |        0.8156 |   32.24/(  25 -  5) =   1.61 | F=4.36(1569)*10^-3; dmf=0.271(212); Ff=-4.27(337)*10^-2; dmi=6.760(106); Fi=4.49(0)*10^26
 |       c__24,10_24,24__32,4_32,25 |       0.81551 |   48.00/(  32 -  1) =   1.55 | F=-2.06(800)*10^-3
 |      c2__24,13_24,24__32,7_32,26 |       0.81386 |   35.19/(  27 -  5) =   1.60 | F=-5.80(1)*10^1; dmf=8.577(4176); Ff=3.26(1364)*10^1; dmi=4.47(252)*10^-5; Fi=5.80(1)*10^1
 |       c__24,8_24,24__32,11_32,20 |        0.8136 |   33.73/(  22 -  1) =   1.61 | F=-1.59(111)*10^-2
 |      c__24,12_24,23__32,18_32,32 |       0.80967 |   33.75/(  22 -  1) =   1.61 | F=1.45(134)*10^-2
 |       c__24,8_24,24__32,22_32,27 |       0.80766 |   29.30/(  19 -  1) =   1.63 | F=-1.68(104)*10^-2
 |       c__24,12_24,23__32,5_32,30 |       0.80343 |   48.07/(  32 -  1) =   1.55 | F=3.90(885)*10^-3
 |      c__24,12_24,24__32,11_32,27 |       0.80316 |   38.15/(  25 -  1) =   1.59 | F=-6.33(1319)*10^-3
 |      c__24,12_24,24__32,11_32,29 |        0.8013 |   39.60/(  26 -  1) =   1.58 | F=-3.62(1300)*10^-3
 |       c__24,12_24,23__32,1_32,20 |        0.7967 |   41.05/(  27 -  1) =   1.58 | F=-1.34(90)*10^-2
 |       c__24,12_24,23__32,4_32,29 |       0.79493 |   48.12/(  32 -  1) =   1.55 | F=4.81(809)*10^-3
 |       c__24,8_24,24__32,20_32,25 |       0.79189 |   29.37/(  19 -  1) =   1.63 | F=-1.10(111)*10^-2
 |      c__24,12_24,24__32,23_32,32 |       0.79104 |   27.87/(  18 -  1) =   1.64 | F=4.95(197)*10^-2
 |       c__24,13_24,24__32,9_32,26 |       0.79022 |   38.22/(  25 -  1) =   1.59 | F=-2.60(1348)*10^-3
 |       c__24,12_24,23__32,7_32,31 |       0.78953 |   46.75/(  31 -  1) =   1.56 | F=4.65(841)*10^-3
 |      c2__24,12_24,24__32,2_32,30 |       0.78926 |   46.75/(  35 -  5) =   1.56 | F=-3.46(961)*10^-3; dmf=8.675(7999); Ff=3.50(2834)*10^1; dmi=1.045(453); Fi=-0.304(305)
 |      c__24,13_24,24__32,11_32,29 |        0.7881 |   38.23/(  25 -  1) =   1.59 | F=2.18(1392)*10^-3
 |        c__24,8_24,24__32,6_32,14 |       0.78748 |   33.86/(  22 -  1) =   1.61 | F=-1.73(115)*10^-2
 |       c__24,10_24,24__32,2_32,16 |       0.78725 |   39.67/(  26 -  1) =   1.59 | F=-1.89(101)*10^-2
 |        c__24,8_24,24__32,7_32,25 |       0.78446 |   46.78/(  31 -  1) =   1.56 | F=2.44(650)*10^-3
 |     csrc__24,8_24,24__32,7_32,25 |       0.78238 |   43.98/(  31 -  3) =   1.57 | F=-6.26(956)*10^-3; dmi=1.442(602); Fi=5.56(2599)*10^2
 |      c2__24,12_24,23__32,2_32,29 |       0.78197 |   45.39/(  34 -  5) =   1.57 | F=5.24(962)*10^-3; dmf=1.538(1510); Ff=-0.166(434); dmi=1.160(650); Fi=-0.334(510)
 |      c__24,12_24,23__32,19_32,32 |       0.77882 |   32.43/(  21 -  1) =   1.62 | F=1.56(134)*10^-2
 |       c__24,12_24,23__32,2_32,20 |       0.77877 |   39.72/(  26 -  1) =   1.59 | F=-9.32(964)*10^-3
 |      c2__24,12_24,24__32,3_32,30 |       0.77795 |   45.41/(  34 -  5) =   1.57 | F=-3.33(951)*10^-3; dmf=1.65(59)*10^1; Ff=9.24(5450)*10^4; dmi=4.287(1533); Fi=-1.01(619)*10^5
 |      c__24,12_24,23__32,15_32,32 |       0.77769 |   36.84/(  24 -  1) =   1.60 | F=1.65(133)*10^-2
 |       c__24,12_24,23__32,3_32,30 |        0.7702 |   49.65/(  33 -  1) =   1.55 | F=-8.83(913)*10^-3
 |      c2__24,13_24,24__32,8_32,26 |       0.76794 |   33.96/(  26 -  5) =   1.62 | F=-3.04(1358)*10^-3; dmf=8.168(8973); Ff=1.53(1608)*10^1; dmi=1.239(832); Fi=4.07(2927)*10^2
 |    csrc__24,10_24,24__32,3_32,25 |       0.76733 |   46.88/(  33 -  3) =   1.56 | F=8.00(8525)*10^-4; dmi=1.244(725); Fi=-0.866(2203)
 |       c2__24,8_24,24__32,4_32,25 |       0.76574 |   45.48/(  34 -  5) =   1.57 | F=1.85(635)*10^-3; dmf=3.38(3)*10^1; Ff=3.18(0)*10^12; dmi=7.201(72); Fi=-2.15(0)*10^13
 |      c__24,13_24,24__32,14_32,31 |       0.76429 |   36.91/(  24 -  1) =   1.60 | F=1.84(142)*10^-2
 |      c__24,12_24,23__32,10_32,27 |       0.75332 |   38.42/(  25 -  1) =   1.60 | F=-1.57(122)*10^-2
 |      c__24,10_24,24__32,24_32,28 |       0.75294 |   23.42/(  15 -  1) =   1.67 | F=-9.44(1691)*10^-3
 |       c__24,12_24,24__32,4_32,26 |       0.75262 |   46.96/(  31 -  1) =   1.57 | F=7.54(825)*10^-3
 |        c__24,8_24,24__32,8_32,25 |       0.75213 |   45.56/(  30 -  1) =   1.57 | F=1.78(652)*10^-3
 |       c__24,12_24,24__32,6_32,26 |       0.74668 |   44.18/(  29 -  1) =   1.58 | F=8.43(913)*10^-3
 |     c2__24,12_24,23__32,11_32,27 |       0.74311 |   31.13/(  24 -  5) =   1.64 | F=-1.24(1350)*10^-3; dmf=2.282(1845); Ff=-4.22(3843)*10^-2; dmi=2.060(1827); Fi=-5.61(20)*10^1
 |      c__24,13_24,24__32,19_32,31 |       0.74224 |   31.13/(  20 -  1) =   1.64 | F=2.66(154)*10^-2
 |      c__24,13_24,24__32,20_32,31 |       0.74038 |   29.64/(  19 -  1) =   1.65 | F=3.57(171)*10^-2
 |        c__24,8_24,24__32,8_32,14 |       0.74008 |   31.14/(  20 -  1) =   1.64 | F=-1.63(120)*10^-2
 |      c__24,10_24,24__32,19_32,27 |       0.73569 |   31.17/(  20 -  1) =   1.64 | F=-2.40(122)*10^-2
 |       c__24,13_24,24__32,0_32,15 |       0.73157 |   37.09/(  24 -  1) =   1.61 | F=-3.01(85)*10^-2
 |       c__24,8_24,24__32,19_32,26 |        0.7313 |   32.68/(  21 -  1) =   1.63 | F=-1.83(100)*10^-2
